Vendor ID,Invoice Date,Payment Amount,Vendor Category,Vendor Location,Due Date,Payment Terms,delay_days,Payment Date,is_delayed,Historical Payment Behavior
V078,2023-10-25,51206,Logistics,EU,2023-11-19,25,16,2023-12-05,1,12.142857142857142
V078,2023-11-07,74685,Raw Materials,Asia,2023-12-14,37,14,2023-12-28,1,12.275862068965518
V078,2023-11-14,7187,Raw Materials,Asia,2024-02-03,81,10,2024-02-13,1,12.333333333333334
V078,2023-11-17,66545,Services,Asia,2024-01-13,57,13,2024-01-26,1,12.258064516129032
V078,2023-12-22,11759,Services,EU,2024-03-24,93,9,2024-04-02,1,12.28125
V078,2023-12-23,36667,Services,Africa,2024-03-17,85,9,2024-03-26,1,12.181818181818182
V078,2023-12-24,31922,Logistics,EU,2024-04-15,113,9,2024-04-24,1,12.088235294117647
V078,2023-12-24,33475,Services,Africa,2024-04-06,104,8,2024-04-14,1,12.0
V078,2024-01-07,68956,Technology,Asia,2024-02-15,39,13,2024-02-28,1,11.88888888888889
V078,2024-01-12,74427,Raw Materials,Africa,2024-03-23,71,11,2024-04-03,1,11.91891891891892
V078,2024-01-17,1629,Services,Asia,2024-04-20,94,8,2024-04-28,1,11.894736842105264
V078,2024-01-18,74402,Logistics,Asia,2024-02-07,20,18,2024-02-25,1,11.794871794871796
V078,2024-02-01,65223,Services,EU,2024-04-10,69,10,2024-04-20,1,11.95
V078,2024-02-02,5231,Services,EU,2024-03-31,58,12,2024-04-12,1,11.902439024390244
V078,2024-02-04,69401,Raw Materials,EU,2024-04-17,73,11,2024-04-28,1,11.904761904761905
V078,2024-02-07,73696,Raw Materials,EU,2024-02-28,21,17,2024-03-16,1,11.883720930232558
V078,2024-02-27,32577,Raw Materials,US,2024-04-19,52,13,2024-05-02,1,12.0
V078,2024-03-01,14506,Logistics,US,2024-06-08,99,9,2024-06-17,1,12.022222222222222
V078,2024-03-04,2586,Technology,Africa,2024-05-19,76,10,2024-05-29,1,11.956521739130435
V078,2024-04-02,50443,Technology,Asia,2024-05-15,43,13,2024-05-28,1,11.914893617021276
V078,2024-04-10,42827,Logistics,EU,2024-07-22,103,10,2024-08-01,1,11.9375
V078,2024-05-06,9985,Technology,EU,2024-06-10,35,13,2024-06-23,1,11.89795918367347
V078,2024-05-28,14296,Raw Materials,Asia,2024-08-06,70,11,2024-08-17,1,11.92
V078,2024-06-10,14460,Raw Materials,Asia,2024-08-19,70,11,2024-08-30,1,11.901960784313726
V078,2024-06-12,12254,Technology,US,2024-08-20,69,11,2024-08-31,1,11.884615384615385
V078,2024-07-01,37611,Logistics,Asia,2024-09-14,75,11,2024-09-25,1,11.867924528301886
V078,2024-07-03,30691,Logistics,Africa,2024-07-30,27,17,2024-08-16,1,11.851851851851851
V078,2024-07-11,36447,Services,Asia,2024-10-17,98,10,2024-10-27,1,11.945454545454545
V078,2024-08-03,24206,Technology,Asia,2024-09-17,45,12,2024-09-29,1,11.910714285714286
V078,2024-08-09,11240,Technology,Africa,2024-09-28,50,13,2024-10-11,1,11.912280701754385
V078,2024-08-15,63926,Logistics,EU,2024-09-17,33,15,2024-10-02,1,11.931034482758621
V078,2024-08-21,23060,Technology,US,2024-10-27,67,11,2024-11-07,1,11.983050847457626
V078,2024-08-24,52033,Raw Materials,US,2024-09-19,26,14,2024-10-03,1,11.966666666666667
V078,2024-08-28,33296,Logistics,Asia,2024-09-04,7,17,2024-09-21,1,12.0
V078,2024-09-05,35571,Logistics,Asia,2024-09-12,7,18,2024-09-30,1,12.080645161290322
V078,2024-09-09,57599,Raw Materials,EU,2024-12-05,87,10,2024-12-15,1,12.174603174603174
V078,2024-09-17,68859,Raw Materials,EU,2024-10-28,41,12,2024-11-09,1,12.140625
V078,2024-09-26,17080,Services,Asia,2024-10-27,31,13,2024-11-09,1,12.138461538461538
V078,2024-11-10,16013,Raw Materials,Africa,2024-11-27,17,15,2024-12-12,1,12.151515151515152
V078,2024-11-12,34057,Logistics,Africa,2025-02-18,98,10,2025-02-28,1,12.194029850746269
V078,2024-11-13,26153,Raw Materials,EU,2024-12-09,26,16,2024-12-25,1,12.161764705882353
V078,2024-11-15,52169,Services,Africa,2025-03-05,110,7,2025-03-12,1,12.217391304347826
V078,2024-11-21,877,Services,EU,2025-02-07,78,8,2025-02-15,1,12.142857142857142
V078,2024-11-23,13210,Services,Africa,2024-12-30,37,14,2025-01-13,1,12.084507042253522
V078,2024-11-26,70769,Raw Materials,Africa,2025-01-28,63,13,2025-02-10,1,12.11111111111111
V078,2024-11-27,30544,Raw Materials,EU,2025-02-16,81,9,2025-02-25,1,12.123287671232877
V078,2024-12-02,12048,Services,Africa,2024-12-16,14,14,2024-12-30,1,12.08108108108108
V078,2024-12-05,71988,Logistics,EU,2025-03-30,115,8,2025-04-07,1,12.106666666666667
V078,2024-12-16,54803,Technology,US,2025-04-04,109,10,2025-04-14,1,12.052631578947368
V079,2023-01-02,70601,Raw Materials,Africa,2023-03-05,62,12,2023-03-17,1,0.0
V079,2023-01-07,15252,Raw Materials,Africa,2023-03-19,71,13,2023-04-01,1,12.0
V079,2023-01-11,2615,Raw Materials,US,2023-04-01,80,10,2023-04-11,1,12.5
V079,2023-01-16,67002,Services,Africa,2023-02-16,31,13,2023-03-01,1,11.666666666666666
V079,2023-02-19,35538,Raw Materials,Africa,2023-05-30,100,10,2023-06-09,1,12.0
V079,2023-02-24,46965,Raw Materials,EU,2023-04-13,48,13,2023-04-26,1,11.6
V079,2023-02-24,37018,Technology,Africa,2023-06-16,112,9,2023-06-25,1,11.833333333333334
V079,2023-03-16,53289,Technology,Africa,2023-03-30,14,15,2023-04-14,1,11.428571428571429
V079,2023-03-17,66050,Technology,Africa,2023-05-22,66,12,2023-06-03,1,11.875
V079,2023-03-22,70334,Raw Materials,EU,2023-05-03,42,11,2023-05-14,1,11.88888888888889
V079,2023-03-24,4356,Services,Africa,2023-04-07,14,14,2023-04-21,1,11.8
V079,2023-04-16,58307,Logistics,US,2023-05-19,33,13,2023-06-01,1,12.0
V079,2023-05-02,42454,Services,US,2023-08-03,93,9,2023-08-12,1,12.083333333333334
V079,2023-05-07,69899,Logistics,EU,2023-08-05,90,9,2023-08-14,1,11.846153846153847
V079,2023-05-10,32062,Technology,Asia,2023-09-03,116,9,2023-09-12,1,11.642857142857142
V079,2023-06-06,28344,Logistics,EU,2023-08-03,58,14,2023-08-17,1,11.466666666666667
V079,2023-06-06,54999,Raw Materials,Africa,2023-09-12,98,11,2023-09-23,1,11.625
V079,2023-06-14,56704,Logistics,US,2023-09-28,106,10,2023-10-08,1,11.588235294117647
V079,2023-07-16,68484,Logistics,US,2023-09-05,51,14,2023-09-19,1,11.5
V079,2023-07-29,52820,Services,Africa,2023-08-24,26,14,2023-09-07,1,11.631578947368421
V079,2023-08-04,1775,Logistics,US,2023-09-05,32,14,2023-09-19,1,11.75
V079,2023-08-05,33167,Logistics,Africa,2023-11-11,98,12,2023-11-23,1,11.857142857142858
V079,2023-08-10,10729,Raw Materials,Asia,2023-10-14,65,11,2023-10-25,1,11.863636363636363
V079,2023-08-10,16981,Technology,EU,2023-10-28,79,9,2023-11-06,1,11.826086956521738
V079,2023-08-12,63261,Logistics,Africa,2023-11-20,100,12,2023-12-02,1,11.708333333333334
V079,2023-08-20,36485,Logistics,US,2023-09-01,12,16,2023-09-17,1,11.72
V079,2023-09-03,68864,Services,US,2023-11-18,76,11,2023-11-29,1,11.884615384615385
V079,2023-09-09,8926,Logistics,US,2023-10-27,48,12,2023-11-08,1,11.851851851851851
V079,2023-09-12,28110,Technology,EU,2023-12-20,99,9,2023-12-29,1,11.857142857142858
V079,2023-09-21,50504,Raw Materials,Asia,2023-10-08,17,15,2023-10-23,1,11.758620689655173
V079,2023-10-17,3902,Raw Materials,EU,2023-12-14,58,9,2023-12-23,1,11.866666666666667
V079,2023-10-18,33849,Raw Materials,Africa,2024-02-05,110,11,2024-02-16,1,11.774193548387096
V079,2023-10-21,52803,Technology,Africa,2024-01-26,97,10,2024-02-05,1,11.75
V079,2023-10-23,7534,Services,Africa,2024-02-12,112,9,2024-02-21,1,11.696969696969697
V079,2023-10-28,40789,Services,Asia,2023-12-21,54,12,2024-01-02,1,11.617647058823529
V079,2023-11-13,37139,Logistics,Africa,2024-02-05,84,13,2024-02-18,1,11.628571428571428
V079,2023-11-18,44839,Services,Africa,2024-01-27,70,12,2024-02-08,1,11.666666666666666
V079,2023-12-04,22039,Raw Materials,US,2024-01-19,46,12,2024-01-31,1,11.675675675675675
V079,2023-12-16,19285,Services,Asia,2024-01-23,38,13,2024-02-05,1,11.68421052631579
V079,2023-12-19,8899,Services,Africa,2024-02-09,52,12,2024-02-21,1,11.717948717948717
V079,2023-12-23,60665,Services,US,2024-04-01,100,9,2024-04-10,1,11.725
V079,2023-12-24,67574,Services,EU,2024-01-15,22,14,2024-01-29,1,11.658536585365853
V079,2023-12-26,5628,Logistics,Asia,2024-03-08,73,11,2024-03-19,1,11.714285714285714
V079,2024-01-11,46952,Technology,Africa,2024-02-23,43,15,2024-03-09,1,11.69767441860465
V079,2024-01-15,39224,Technology,US,2024-05-05,111,8,2024-05-13,1,11.772727272727273
V079,2024-01-24,40044,Logistics,Asia,2024-05-02,99,10,2024-05-12,1,11.688888888888888
V079,2024-02-01,72236,Logistics,Africa,2024-03-06,34,16,2024-03-22,1,11.652173913043478
V079,2024-02-04,48426,Logistics,EU,2024-02-19,15,17,2024-03-07,1,11.74468085106383
V079,2024-02-14,15657,Technology,Asia,2024-06-04,111,7,2024-06-11,1,11.854166666666666
V079,2024-02-14,40589,Services,US,2024-03-09,24,14,2024-03-23,1,11.755102040816327
V079,2024-02-28,49520,Services,Asia,2024-05-11,73,10,2024-05-21,1,11.8
V079,2024-02-28,2352,Technology,Asia,2024-05-20,82,8,2024-05-28,1,11.764705882352942
V079,2024-03-07,23071,Logistics,US,2024-04-22,46,14,2024-05-06,1,11.692307692307692
V079,2024-03-09,34848,Technology,EU,2024-04-06,28,14,2024-04-20,1,11.735849056603774
V079,2024-03-15,25638,Technology,US,2024-06-20,97,9,2024-06-29,1,11.777777777777779
V079,2024-03-21,52585,Services,EU,2024-04-02,12,16,2024-04-18,1,11.727272727272727
V079,2024-04-09,3473,Logistics,Africa,2024-05-30,51,13,2024-06-12,1,11.803571428571429
V079,2024-04-13,58049,Technology,Asia,2024-08-11,120,7,2024-08-18,1,11.824561403508772
V079,2024-04-21,49897,Services,Asia,2024-06-13,53,13,2024-06-26,1,11.741379310344827
V079,2024-05-26,73410,Technology,EU,2024-08-22,88,10,2024-09-01,1,11.76271186440678
V079,2024-05-29,51352,Raw Materials,EU,2024-09-05,99,11,2024-09-16,1,11.733333333333333
V079,2024-06-01,21683,Logistics,US,2024-09-04,95,10,2024-09-14,1,11.721311475409836
V079,2024-06-03,2318,Services,Africa,2024-08-02,60,11,2024-08-13,1,11.693548387096774
V079,2024-06-15,37011,Services,Asia,2024-07-12,27,14,2024-07-26,1,11.682539682539682
V079,2024-06-22,38394,Raw Materials,Asia,2024-09-22,92,9,2024-10-01,1,11.71875
V079,2024-07-03,40746,Logistics,Asia,2024-09-05,64,14,2024-09-19,1,11.676923076923076
V079,2024-07-04,22159,Logistics,Africa,2024-09-30,88,12,2024-10-12,1,11.712121212121213
V079,2024-07-24,40768,Technology,US,2024-08-14,21,17,2024-08-31,1,11.716417910447761
V079,2024-07-28,15223,Technology,Asia,2024-10-27,91,9,2024-11-05,1,11.794117647058824
V079,2024-07-28,52565,Technology,Asia,2024-11-25,120,9,2024-12-04,1,11.753623188405797
V079,2024-08-23,26351,Services,Asia,2024-12-06,105,7,2024-12-13,1,11.714285714285714
V079,2024-08-25,61188,Logistics,EU,2024-09-12,18,15,2024-09-27,1,11.647887323943662
V079,2024-08-31,74236,Raw Materials,Africa,2024-10-01,31,15,2024-10-16,1,11.694444444444445
V079,2024-09-08,39469,Logistics,Africa,2024-10-05,27,16,2024-10-21,1,11.73972602739726
V079,2024-09-12,60779,Technology,US,2024-12-22,101,8,2024-12-30,1,11.797297297297296
V079,2024-09-27,12277,Logistics,EU,2024-11-10,44,13,2024-11-23,1,11.746666666666666
V079,2024-10-07,63544,Services,US,2025-01-29,114,8,2025-02-06,1,11.763157894736842
V079,2024-10-18,50037,Services,Africa,2024-12-13,56,11,2024-12-24,1,11.714285714285714
V079,2024-11-21,23549,Services,Africa,2024-12-14,23,17,2024-12-31,1,11.705128205128204
V079,2024-12-14,72007,Technology,EU,2025-01-25,42,12,2025-02-06,1,11.772151898734178
V079,2024-12-19,39761,Services,Africa,2025-01-02,14,17,2025-01-19,1,11.775
V079,2024-12-20,21178,Raw Materials,Africa,2025-01-03,14,18,2025-01-21,1,11.839506172839506
V079,2024-12-26,8292,Logistics,EU,2025-01-28,33,15,2025-02-12,1,11.914634146341463
V080,2023-01-09,72150,Services,Asia,2023-01-27,18,13,2023-02-09,1,0.0
V080,2023-02-10,6775,Services,EU,2023-03-28,46,12,2023-04-09,1,13.0
V080,2023-03-05,60394,Services,Asia,2023-05-09,65,10,2023-05-19,1,12.5
V080,2023-03-10,49613,Services,Asia,2023-03-29,19,16,2023-04-14,1,11.666666666666666
V080,2023-03-21,1539,Services,EU,2023-05-01,41,11,2023-05-12,1,12.75
V080,2023-03-28,65850,Technology,EU,2023-04-30,33,14,2023-05-14,1,12.4
V080,2023-04-13,6632,Technology,Africa,2023-07-15,93,9,2023-07-24,1,12.666666666666666
V080,2023-04-23,71165,Technology,US,2023-06-02,40,12,2023-06-14,1,12.142857142857142
V080,2023-05-15,63710,Logistics,EU,2023-06-23,39,14,2023-07-07,1,12.125
V080,2023-06-08,68275,Raw Materials,EU,2023-06-29,21,16,2023-07-15,1,12.333333333333334
V080,2023-06-23,38141,Raw Materials,Africa,2023-07-28,35,16,2023-08-13,1,12.7
V080,2023-07-08,34498,Raw Materials,Asia,2023-10-02,86,9,2023-10-11,1,13.0
V080,2023-07-08,22629,Raw Materials,US,2023-10-21,105,7,2023-10-28,1,12.666666666666666
V080,2023-07-16,55410,Technology,Asia,2023-09-22,68,12,2023-10-04,1,12.23076923076923
V080,2023-07-20,10975,Services,Asia,2023-09-13,55,12,2023-09-25,1,12.214285714285714
V080,2023-07-29,61086,Raw Materials,US,2023-09-01,34,13,2023-09-14,1,12.2
V080,2023-07-31,10175,Services,Africa,2023-09-12,43,13,2023-09-25,1,12.25
V080,2023-08-27,25155,Services,US,2023-10-13,47,10,2023-10-23,1,12.294117647058824
V080,2023-09-02,51899,Logistics,Africa,2023-12-13,102,10,2023-12-23,1,12.166666666666666
V080,2023-09-08,59493,Raw Materials,Africa,2023-11-02,55,13,2023-11-15,1,12.052631578947368
V080,2023-09-21,60602,Technology,EU,2024-01-11,112,9,2024-01-20,1,12.1
V080,2023-09-23,28712,Services,EU,2023-11-05,43,13,2023-11-18,1,11.952380952380953
V080,2023-09-26,45153,Logistics,Africa,2023-12-09,74,12,2023-12-21,1,12.0
V080,2023-10-04,29130,Raw Materials,US,2023-11-26,53,11,2023-12-07,1,12.0
V080,2023-10-07,45487,Logistics,Africa,2024-01-03,88,12,2024-01-15,1,11.958333333333334
V080,2023-10-21,24241,Technology,Asia,2023-12-15,55,13,2023-12-28,1,11.96
V080,2023-11-01,21693,Logistics,US,2023-12-13,42,13,2023-12-26,1,12.0
V080,2023-11-27,10693,Logistics,US,2024-01-23,57,14,2024-02-06,1,12.037037037037036
V080,2023-11-28,51720,Services,US,2024-02-15,79,8,2024-02-23,1,12.107142857142858
V080,2023-12-01,33717,Services,US,2024-02-26,87,10,2024-03-07,1,11.96551724137931
V080,2023-12-01,51637,Raw Materials,EU,2024-01-31,61,13,2024-02-13,1,11.9
V080,2024-01-22,31565,Services,Asia,2024-02-27,36,15,2024-03-13,1,11.935483870967742
V080,2024-01-31,60693,Services,Africa,2024-05-12,102,10,2024-05-22,1,12.03125
V080,2024-02-05,68259,Raw Materials,EU,2024-03-06,30,15,2024-03-21,1,11.969696969696969
V080,2024-02-11,4150,Raw Materials,Africa,2024-06-05,115,9,2024-06-14,1,12.058823529411764
V080,2024-02-23,12846,Technology,Asia,2024-03-30,36,15,2024-04-14,1,11.971428571428572
V080,2024-03-10,4483,Raw Materials,US,2024-06-04,86,8,2024-06-12,1,12.055555555555555
V080,2024-03-15,3207,Raw Materials,US,2024-05-17,63,11,2024-05-28,1,11.945945945945946
V080,2024-03-18,10948,Technology,Asia,2024-07-04,108,6,2024-07-10,1,11.921052631578947
V080,2024-03-21,47062,Logistics,Asia,2024-07-15,116,9,2024-07-24,1,11.76923076923077
V080,2024-03-23,55771,Raw Materials,US,2024-07-11,110,10,2024-07-21,1,11.7
V080,2024-04-25,53884,Technology,EU,2024-05-06,11,13,2024-05-19,1,11.658536585365853
V080,2024-04-27,7337,Technology,EU,2024-06-28,62,11,2024-07-09,1,11.69047619047619
V080,2024-05-04,59783,Raw Materials,US,2024-05-29,25,15,2024-06-13,1,11.674418604651162
V080,2024-05-17,12907,Services,US,2024-07-23,67,11,2024-08-03,1,11.75
V080,2024-05-21,15282,Services,US,2024-07-01,41,11,2024-07-12,1,11.733333333333333
V080,2024-05-30,16098,Technology,EU,2024-07-13,44,14,2024-07-27,1,11.717391304347826
V080,2024-06-07,27937,Technology,EU,2024-08-22,76,13,2024-09-04,1,11.76595744680851
V080,2024-06-08,66293,Logistics,Africa,2024-09-20,104,10,2024-09-30,1,11.791666666666666
V080,2024-06-15,9524,Technology,Asia,2024-10-10,117,8,2024-10-18,1,11.755102040816327
V080,2024-06-16,63226,Raw Materials,Africa,2024-06-23,7,17,2024-07-10,1,11.68
V080,2024-06-17,20866,Services,US,2024-08-30,74,11,2024-09-10,1,11.784313725490197
V080,2024-06-27,43564,Raw Materials,Africa,2024-09-13,78,10,2024-09-23,1,11.76923076923077
V080,2024-07-30,55807,Raw Materials,Asia,2024-09-28,60,11,2024-10-09,1,11.735849056603774
V080,2024-08-03,18468,Logistics,EU,2024-08-28,25,14,2024-09-11,1,11.722222222222221
V080,2024-08-05,63389,Services,Africa,2024-09-12,38,14,2024-09-26,1,11.763636363636364
V080,2024-08-08,21145,Technology,Africa,2024-10-23,76,12,2024-11-04,1,11.803571428571429
V080,2024-08-14,48366,Technology,US,2024-10-31,78,12,2024-11-12,1,11.807017543859649
V080,2024-09-03,15646,Services,EU,2024-12-11,99,7,2024-12-18,1,11.810344827586206
V080,2024-09-05,27400,Logistics,US,2024-11-06,62,11,2024-11-17,1,11.728813559322035
V080,2024-09-10,52832,Logistics,US,2024-12-23,104,9,2025-01-01,1,11.716666666666667
V080,2024-09-19,33640,Raw Materials,EU,2024-09-26,7,15,2024-10-11,1,11.672131147540984
V080,2024-10-09,14831,Logistics,Asia,2024-10-19,10,15,2024-11-03,1,11.725806451612904
V080,2024-11-07,1997,Services,Asia,2024-11-28,21,13,2024-12-11,1,11.777777777777779
V080,2024-12-01,11723,Raw Materials,US,2025-02-09,70,10,2025-02-19,1,11.796875
V081,2023-01-23,22701,Services,US,2023-05-08,105,8,2023-05-16,1,0.0
V081,2023-01-27,12971,Technology,Africa,2023-03-08,40,14,2023-03-22,1,8.0
V081,2023-02-04,27474,Services,US,2023-02-11,7,15,2023-02-26,1,11.0
V081,2023-02-12,47904,Logistics,Africa,2023-06-11,119,9,2023-06-20,1,12.333333333333334
V081,2023-02-16,69581,Services,EU,2023-03-14,26,14,2023-03-28,1,11.5
V081,2023-02-23,15260,Technology,EU,2023-04-03,39,12,2023-04-15,1,12.0
V081,2023-02-23,5289,Raw Materials,Africa,2023-04-15,51,13,2023-04-28,1,12.0
V081,2023-02-25,48420,Logistics,Asia,2023-06-02,97,9,2023-06-11,1,12.142857142857142
V081,2023-02-25,44567,Technology,Africa,2023-04-06,40,16,2023-04-22,1,11.75
V081,2023-02-28,44078,Logistics,Africa,2023-04-14,45,15,2023-04-29,1,12.222222222222221
V081,2023-03-06,8760,Services,US,2023-06-27,113,5,2023-07-02,1,12.5
V081,2023-03-07,61767,Technology,US,2023-03-24,17,17,2023-04-10,1,11.818181818181818
V081,2023-03-11,31353,Technology,US,2023-06-24,105,8,2023-07-02,1,12.25
V081,2023-03-22,25280,Logistics,EU,2023-04-01,10,18,2023-04-19,1,11.923076923076923
V081,2023-03-23,44053,Services,US,2023-06-24,93,10,2023-07-04,1,12.357142857142858
V081,2023-04-07,39978,Raw Materials,Africa,2023-05-04,27,14,2023-05-18,1,12.2
V081,2023-04-18,21570,Services,US,2023-06-21,64,8,2023-06-29,1,12.3125
V081,2023-04-25,39689,Technology,EU,2023-07-01,67,12,2023-07-13,1,12.058823529411764
V081,2023-04-28,72975,Services,EU,2023-05-19,21,16,2023-06-04,1,12.055555555555555
V081,2023-05-02,39187,Raw Materials,Asia,2023-07-01,60,11,2023-07-12,1,12.263157894736842
V081,2023-05-08,28748,Logistics,Africa,2023-08-14,98,9,2023-08-23,1,12.2
V081,2023-05-11,50828,Services,EU,2023-08-17,98,10,2023-08-27,1,12.047619047619047
V081,2023-05-14,26118,Services,Asia,2023-09-03,112,8,2023-09-11,1,11.954545454545455
V081,2023-05-23,59465,Services,EU,2023-08-21,90,9,2023-08-30,1,11.782608695652174
V081,2023-06-06,20909,Services,Asia,2023-08-12,67,12,2023-08-24,1,11.666666666666666
V081,2023-06-07,31998,Logistics,Africa,2023-09-29,114,10,2023-10-09,1,11.68
V081,2023-06-19,39396,Logistics,Asia,2023-08-16,58,14,2023-08-30,1,11.615384615384615
V081,2023-07-16,13752,Logistics,EU,2023-08-25,40,12,2023-09-06,1,11.703703703703704
V081,2023-08-04,29664,Technology,US,2023-11-11,99,8,2023-11-19,1,11.714285714285714
V081,2023-08-05,13479,Services,EU,2023-09-10,36,13,2023-09-23,1,11.586206896551724
V081,2023-08-07,19415,Technology,EU,2023-10-13,67,11,2023-10-24,1,11.633333333333333
V081,2023-08-08,13450,Raw Materials,Africa,2023-09-04,27,15,2023-09-19,1,11.612903225806452
V081,2023-08-17,64647,Services,EU,2023-11-17,92,8,2023-11-25,1,11.71875
V081,2023-08-20,46109,Services,US,2023-09-09,20,15,2023-09-24,1,11.606060606060606
V081,2023-09-09,71542,Logistics,US,2023-10-14,35,14,2023-10-28,1,11.705882352941176
V081,2023-09-11,34382,Logistics,Africa,2023-10-14,33,14,2023-10-28,1,11.771428571428572
V081,2023-10-05,17732,Services,US,2023-11-28,54,11,2023-12-09,1,11.833333333333334
V081,2023-10-17,778,Logistics,EU,2024-02-09,115,5,2024-02-14,1,11.81081081081081
V081,2023-11-18,61938,Logistics,US,2023-12-16,28,15,2023-12-31,1,11.631578947368421
V081,2023-11-23,53411,Logistics,US,2023-12-05,12,18,2023-12-23,1,11.717948717948717
V081,2023-11-25,73835,Services,EU,2024-03-23,119,9,2024-04-01,1,11.875
V081,2023-11-27,5595,Services,Africa,2024-02-08,73,11,2024-02-19,1,11.804878048780488
V081,2023-11-30,71451,Raw Materials,US,2024-02-10,72,12,2024-02-22,1,11.785714285714286
V081,2023-12-14,19070,Logistics,EU,2024-03-04,81,8,2024-03-12,1,11.790697674418604
V081,2023-12-16,17970,Raw Materials,EU,2024-03-07,82,9,2024-03-16,1,11.704545454545455
V081,2023-12-22,3530,Raw Materials,Africa,2024-02-25,65,10,2024-03-06,1,11.644444444444444
V081,2023-12-31,57483,Services,US,2024-01-22,22,16,2024-02-07,1,11.608695652173912
V081,2024-01-13,72390,Raw Materials,Asia,2024-05-03,111,10,2024-05-13,1,11.702127659574469
V081,2024-01-25,4143,Raw Materials,US,2024-04-29,95,6,2024-05-05,1,11.666666666666666
V081,2024-01-29,39026,Raw Materials,US,2024-02-08,10,16,2024-02-24,1,11.551020408163266
V081,2024-02-15,29663,Raw Materials,EU,2024-06-09,115,6,2024-06-15,1,11.64
V081,2024-02-19,3344,Technology,Africa,2024-06-18,120,9,2024-06-27,1,11.529411764705882
V081,2024-02-21,33952,Logistics,Asia,2024-04-21,60,12,2024-05-03,1,11.48076923076923
V081,2024-03-12,29369,Services,Asia,2024-04-12,31,14,2024-04-26,1,11.49056603773585
V081,2024-03-31,51539,Technology,Asia,2024-06-08,69,12,2024-06-20,1,11.537037037037036
V081,2024-04-06,21231,Services,EU,2024-05-28,52,11,2024-06-08,1,11.545454545454545
V081,2024-04-30,29974,Technology,Africa,2024-07-09,70,11,2024-07-20,1,11.535714285714286
V081,2024-05-17,11246,Services,EU,2024-07-08,52,11,2024-07-19,1,11.526315789473685
V081,2024-05-19,38501,Services,Asia,2024-08-25,98,10,2024-09-04,1,11.517241379310345
V081,2024-05-20,54991,Logistics,US,2024-05-28,8,17,2024-06-14,1,11.491525423728813
V081,2024-05-21,19947,Services,Africa,2024-08-20,91,9,2024-08-29,1,11.583333333333334
V081,2024-06-12,21766,Logistics,Africa,2024-09-24,104,11,2024-10-05,1,11.540983606557377
V081,2024-07-24,49149,Technology,Asia,2024-08-15,22,16,2024-08-31,1,11.53225806451613
V081,2024-08-11,32023,Logistics,Asia,2024-12-04,115,9,2024-12-13,1,11.603174603174603
V081,2024-08-11,32500,Services,Asia,2024-09-04,24,14,2024-09-18,1,11.5625
V081,2024-08-16,69062,Raw Materials,US,2024-11-06,82,12,2024-11-18,1,11.6
V081,2024-08-31,19955,Services,Asia,2024-10-05,35,13,2024-10-18,1,11.606060606060606
V081,2024-09-02,7412,Logistics,US,2024-09-29,27,15,2024-10-14,1,11.626865671641792
V081,2024-09-03,47431,Logistics,Africa,2024-10-05,32,16,2024-10-21,1,11.676470588235293
V081,2024-09-08,70983,Technology,Africa,2024-11-11,64,12,2024-11-23,1,11.73913043478261
V081,2024-09-24,45568,Services,US,2024-12-03,70,8,2024-12-11,1,11.742857142857142
V081,2024-09-26,46240,Raw Materials,Asia,2025-01-12,108,7,2025-01-19,1,11.690140845070422
V081,2024-09-28,32314,Raw Materials,Africa,2024-11-28,61,12,2024-12-10,1,11.625
V081,2024-10-03,11388,Raw Materials,EU,2025-01-23,112,10,2025-02-02,1,11.63013698630137
V081,2024-10-04,26719,Raw Materials,Africa,2025-02-01,120,8,2025-02-09,1,11.608108108108109
V081,2024-10-08,49696,Services,US,2024-10-26,18,14,2024-11-09,1,11.56
V081,2024-10-09,9719,Technology,Asia,2025-01-31,114,8,2025-02-08,1,11.592105263157896
V081,2024-10-29,64924,Raw Materials,EU,2024-12-25,57,12,2025-01-06,1,11.545454545454545
V081,2024-10-29,1841,Raw Materials,US,2025-01-29,92,8,2025-02-06,1,11.551282051282051
V081,2024-10-30,70954,Raw Materials,Africa,2025-01-09,71,13,2025-01-22,1,11.50632911392405
V081,2024-10-31,50754,Logistics,EU,2025-01-13,74,11,2025-01-24,1,11.525
V081,2024-10-31,56361,Raw Materials,US,2025-01-10,71,11,2025-01-21,1,11.518518518518519
V081,2024-11-04,45250,Raw Materials,Asia,2024-11-18,14,15,2024-12-03,1,11.512195121951219
V081,2024-11-09,45609,Technology,Asia,2024-12-19,40,17,2025-01-05,1,11.55421686746988
V081,2024-11-24,62147,Logistics,US,2025-01-31,68,12,2025-02-12,1,11.619047619047619
V081,2024-11-29,63100,Technology,EU,2025-03-02,93,8,2025-03-10,1,11.623529411764705
V081,2024-12-04,37352,Logistics,Asia,2024-12-23,19,13,2025-01-05,1,11.581395348837209
V081,2024-12-11,49357,Raw Materials,US,2025-03-30,109,8,2025-04-07,1,11.597701149425287
V082,2023-01-03,44148,Services,US,2023-04-16,103,7,2023-04-23,1,0.0
V082,2023-01-18,924,Raw Materials,Asia,2023-05-08,110,7,2023-05-15,1,7.0
V082,2023-02-05,59421,Raw Materials,US,2023-03-13,36,14,2023-03-27,1,7.0
V082,2023-02-10,58958,Raw Materials,EU,2023-04-29,78,11,2023-05-10,1,9.333333333333334
